from_user|to_user|text
CarolynDower|N/A|David Brooks misunderstands women’s health in frustrating and disturbing ways: https://t.co/Etq5hp1nNi via @slate
MCITLFrAphorism|cnalive|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
MCITLFrAphorism|N/A|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
david_piccione|Fujikatsan|@Fujikatsan @InklessPW Again: 3 cpc govts. 2 majorities, no abortion restrictions.
david_piccione|Fujikatsan|@Fujikatsan @InklessPW Again: 3 cpc govts. 2 majorities, no abortion restrictions.
david_piccione|InklessPW|@Fujikatsan @InklessPW Again: 3 cpc govts. 2 majorities, no abortion restrictions.
PrezFoPresident|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
PrezFoPresident|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
feebee79|NotthatSuzanne|@NotthatSuzanne Oh God.  I cannot get into any more arguments about the church, abortion, boarding schools, the lis… https://t.co/hc1muUPx4V
feebee79|NotthatSuzanne|@NotthatSuzanne Oh God.  I cannot get into any more arguments about the church, abortion, boarding schools, the lis… https://t.co/hc1muUPx4V
be4_bama|Jaye_inUSA|RT @Jaye_inUSA: Our legislators are getting very wealthy on the DEATHS of our MOST precious,                    MOST innocent,…
be4_bama|N/A|RT @Jaye_inUSA: Our legislators are getting very wealthy on the DEATHS of our MOST precious,                    MOST innocent,…
rosecaroline9|YouthDefence|"RT @YouthDefence: ""I have these 4 tees left that I would love to get rid of as I'm making LOADS more during Mid-term! I'll post them to whe…"
rosecaroline9|N/A|"RT @YouthDefence: ""I have these 4 tees left that I would love to get rid of as I'm making LOADS more during Mid-term! I'll post them to whe…"
bk2sq1|161series|"RT @161series: @POLITICSandFUN @LMDMancini Abortion is insane... wicked... evil... demonic sh*t....See Isaiah 57:5""U burn with lust... u…"
bk2sq1|POLITICSandFUN|"RT @161series: @POLITICSandFUN @LMDMancini Abortion is insane... wicked... evil... demonic sh*t....See Isaiah 57:5""U burn with lust... u…"
bk2sq1|LMDMancini|"RT @161series: @POLITICSandFUN @LMDMancini Abortion is insane... wicked... evil... demonic sh*t....See Isaiah 57:5""U burn with lust... u…"
bk2sq1|N/A|"RT @161series: @POLITICSandFUN @LMDMancini Abortion is insane... wicked... evil... demonic sh*t....See Isaiah 57:5""U burn with lust... u…"
PearlZwaan|Rewire_News|"RT @Rewire_News: Police using ""human trafficking"" or vice raids as excuses to punish sex workers isn’t that uncommon — listen to What Else…"
PearlZwaan|N/A|"RT @Rewire_News: Police using ""human trafficking"" or vice raids as excuses to punish sex workers isn’t that uncommon — listen to What Else…"
jelias_1|N/A|i mean, yes i want to see more helpful dialogue in faith spaces, but you can't really treat conservative/liberal ex… https://t.co/wDXkXopX5w
carla_brandy|LiberalVenom|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
carla_brandy|realDonaldTrump|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
carla_brandy|GOP|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
carla_brandy|N/A|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
Debby_Villegas|N/A|No one except a monster could do this. OH GOOD GOD HAVE MERCY ON THIS NATION THAT PRACTICES INFANTICIDE. https://t.co/MBxO0xw3kd
pl25240|Megan4MAGA|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
pl25240|N/A|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
moleyhtfc|csbell_stephen|@csbell_stephen @TomThunderous @jessphillips Bring back the good old days when a Labour MP was free to say that lef… https://t.co/nPoTP01s1w
moleyhtfc|csbell_stephen|@csbell_stephen @TomThunderous @jessphillips Bring back the good old days when a Labour MP was free to say that lef… https://t.co/nPoTP01s1w
moleyhtfc|TomThunderous|@csbell_stephen @TomThunderous @jessphillips Bring back the good old days when a Labour MP was free to say that lef… https://t.co/nPoTP01s1w
moleyhtfc|jessphillips|@csbell_stephen @TomThunderous @jessphillips Bring back the good old days when a Labour MP was free to say that lef… https://t.co/nPoTP01s1w
micahjmurray|N/A|progressive christians should not be inclusive of oppression and injustice https://t.co/E79dtegRFK
mrcharleskdavis|realDonaldTrump|You mean like Republicans and the abortion issue? @realDonaldTrump @RepPaulRyanVP @republican #hypocrites https://t.co/1wO0Khas1W
mrcharleskdavis|RepPaulRyanVP|You mean like Republicans and the abortion issue? @realDonaldTrump @RepPaulRyanVP @republican #hypocrites https://t.co/1wO0Khas1W
mrcharleskdavis|republican|You mean like Republicans and the abortion issue? @realDonaldTrump @RepPaulRyanVP @republican #hypocrites https://t.co/1wO0Khas1W
mrcharleskdavis|N/A|You mean like Republicans and the abortion issue? @realDonaldTrump @RepPaulRyanVP @republican #hypocrites https://t.co/1wO0Khas1W
JVillarrealTX|Mat4Texas|RT @Mat4Texas: 1) People ask me about my stance on Women's Reproductive Freedoms. #prochoice etc.  Here is me answering that on stage in fr…
JVillarrealTX|N/A|RT @Mat4Texas: 1) People ask me about my stance on Women's Reproductive Freedoms. #prochoice etc.  Here is me answering that on stage in fr…
Ncopley6754|Education4Libs|RT @Education4Libs: Let’s get this straight.Protests in the streets against Trump.Fine.Protests in the streets against abortion.Fin…
Ncopley6754|N/A|RT @Education4Libs: Let’s get this straight.Protests in the streets against Trump.Fine.Protests in the streets against abortion.Fin…
historykev|N/A|"The term used by Ontario court is ""effective referral"", which treats MAiD like a referral for cancer treatment. MAi… https://t.co/FKNCTOHeAq"
doctorschmitty|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
doctorschmitty|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
RocioMDavis|CharlesPPierce|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
RocioMDavis|N/A|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
Declan1497|lifefrontsquare|RT @lifefrontsquare: Facts (from a neutral source) about foetal development before 12 weeks' gestation. Pls share widely - we all need to b…
Declan1497|N/A|RT @lifefrontsquare: Facts (from a neutral source) about foetal development before 12 weeks' gestation. Pls share widely - we all need to b…
NoFearSoundMind|LiveAction|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
NoFearSoundMind|N/A|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
MC_Willis|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MC_Willis|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
TheophilusDull|FoxNews|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
TheophilusDull|FoxNews|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
TheophilusDull|TomiLahren|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
TheophilusDull|NextRevFNC|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
TheophilusDull|SteveHiltonx|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
TheophilusDull|FoxNews|@FoxNews @TomiLahren @NextRevFNC @SteveHiltonx @FoxNews, please keep that pro-abortion sexual degenerate… https://t.co/ITRCBZ3Gk2
bknight53|LiberalVenom|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
bknight53|realDonaldTrump|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
bknight53|GOP|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
bknight53|N/A|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
CountryStar72|LiveActionNews|RT @LiveActionNews: Actor Stephen Baldwin: You can't be Christian and support abortion.  https://t.co/eTnOkVqPo6
CountryStar72|N/A|RT @LiveActionNews: Actor Stephen Baldwin: You can't be Christian and support abortion.  https://t.co/eTnOkVqPo6
jessiebaby_k|vinnycrack|RT @vinnycrack: Is it too late for abortion? https://t.co/JlHVHXdjtE
jessiebaby_k|N/A|RT @vinnycrack: Is it too late for abortion? https://t.co/JlHVHXdjtE
lazycrank|DougSides|RT @DougSides: 😂🤣😂What Clinton Blamed This Week For Her Election Loss...😡👉🏼 What happened was you went on national television in the final…
lazycrank|N/A|RT @DougSides: 😂🤣😂What Clinton Blamed This Week For Her Election Loss...😡👉🏼 What happened was you went on national television in the final…
charlotteirene8|N/A|Being inclusive doesn't mean including opinions and ideologies that dehumanize and oppress people. https://t.co/6XUPpj5Gro
ultcersei|N/A|YES i kept my abortion i love my baby ❤️ https://t.co/MxAEhTvSvM
MandyGall7|Doctors4Choice|@Doctors4Choice Not so safe for the babies...they actually die - seriously #savethe8th #loveboth#8thref https://t.co/w3VU7l9yNP
MandyGall7|Doctors4Choice|@Doctors4Choice Not so safe for the babies...they actually die - seriously #savethe8th #loveboth#8thref https://t.co/w3VU7l9yNP
Oreo_Floreo|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Oreo_Floreo|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
WendyJYoung2|LiveAction|"RT @LiveAction: Ronald Reagan said it best! ""I've noticed that everyone who is for abortion has already been born."" https://t.co/AEKnOgLLzi"
WendyJYoung2|N/A|"RT @LiveAction: Ronald Reagan said it best! ""I've noticed that everyone who is for abortion has already been born."" https://t.co/AEKnOgLLzi"
christinegoulet|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
christinegoulet|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
andreamariajoan|Doctors4Choice|RT @Doctors4Choice: Did you know that the average maternal mortality ratio is 3 times higher in countries with more restrictive abortion la…
andreamariajoan|N/A|RT @Doctors4Choice: Did you know that the average maternal mortality ratio is 3 times higher in countries with more restrictive abortion la…
CarmichealRae|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
CarmichealRae|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
msannbrown|NARAL|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
msannbrown|Rewire_News|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
msannbrown|N/A|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
dedeowen|EquityForward|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
dedeowen|N/A|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
kitakitzcom|DougSides|RT @DougSides: 😂🤣😂What Clinton Blamed This Week For Her Election Loss...😡👉🏼 What happened was you went on national television in the final…
kitakitzcom|N/A|RT @DougSides: 😂🤣😂What Clinton Blamed This Week For Her Election Loss...😡👉🏼 What happened was you went on national television in the final…
OC555|cnalive|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
OC555|N/A|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
Mich_Cee|N/A|So I just told my parents that I believe in abortion.. I think they want to disown me now lol
areidherring|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
areidherring|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
WolfeTone15|lifefrontsquare|RT @lifefrontsquare: Abortion discriminates. Don't #repealthe8th, #savethe8th to save lives &amp; uphold the equal value of every human being 💕…
WolfeTone15|N/A|RT @lifefrontsquare: Abortion discriminates. Don't #repealthe8th, #savethe8th to save lives &amp; uphold the equal value of every human being 💕…
Minky5|AbortionCare|RT @AbortionCare: Anti-abortion politicians across the country are trying to force abortion care providers to share stigmatizing, medically…
Minky5|N/A|RT @AbortionCare: Anti-abortion politicians across the country are trying to force abortion care providers to share stigmatizing, medically…
HouseValyrian|Vancecat1|@Vancecat1 @Jeny_8675309 @markrmccracken @Blondemagnum @RyanAFournier @TrumpStudents I am against abortions after 6… https://t.co/OtxMcnTXEQ
HouseValyrian|Vancecat1|@Vancecat1 @Jeny_8675309 @markrmccracken @Blondemagnum @RyanAFournier @TrumpStudents I am against abortions after 6… https://t.co/OtxMcnTXEQ
